School,Gender,Address,Family_Size,Parental_Status,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Attended_Nursery,Wants_Higher_Education,Internet_Access,In_Relationship,Mother_Job,Father_Job,Reason_for_Choosing_School,Guardian,Age,Study_Time,Failures,Absences,G1,G2,G3,Dropped_Out
MS,F,U,GT3,T,yes,no,yes,yes,yes,yes,no,yes,teacher,at_home,reputation,mother,21,3,0,90,17,15,15,0
GP,F,R,GT3,A,yes,yes,no,yes,no,yes,yes,yes,health,services,other,other,18,1,1,83,13,11,12,1
GP,F,U,LE3,T,yes,no,no,yes,yes,yes,no,yes,other,teacher,other,other,16,4,3,87,13,13,15,1
MS,F,R,LE3,A,no,no,yes,no,yes,no,yes,yes,services,teacher,home,father,17,4,2,37,6,7,4,1
GP,F,R,GT3,A,yes,yes,yes,yes,no,no,no,yes,teacher,teacher,other,other,19,4,2,68,10,12,13,1
MS,F,R,GT3,A,yes,yes,yes,yes,yes,no,yes,yes,health,teacher,course,father,16,4,2,15,8,9,6,1
GP,F,R,GT3,A,yes,yes,yes,no,yes,yes,no,no,health,health,home,father,16,4,2,38,15,15,14,1
GP,M,U,LE3,A,yes,no,no,yes,no,yes,no,yes,other,other,course,mother,17,2,3,96,5,4,3,1
MS,F,U,LE3,T,yes,no,no,yes,yes,no,yes,no,teacher,teacher,reputation,mother,21,3,0,73,19,16,19,0
MS,M,R,LE3,T,no,no,yes,yes,no,no,yes,yes,health,health,course,other,16,1,2,50,15,16,17,0
GP,F,U,GT3,T,yes,no,no,yes,no,no,yes,no,teacher,at_home,home,mother,17,4,0,4,17,16,13,0
MS,F,R,GT3,A,yes,yes,yes,yes,no,yes,yes,yes,other,services,course,mother,20,4,1,82,9,7,9,1
MS,F,R,LE3,T,no,no,no,no,yes,no,no,no,at_home,services,course,other,18,4,0,61,18,17,20,0
GP,F,U,GT3,A,yes,yes,yes,yes,no,no,no,no,health,health,home,mother,18,2,2,40,16,16,13,1
GP,M,U,GT3,A,no,yes,no,yes,yes,yes,no,no,services,services,reputation,father,18,1,3,84,18,15,13,1
GP,M,U,LE3,T,yes,no,no,no,no,yes,no,no,teacher,teacher,course,mother,16,1,1,66,7,9,7,1
MS,M,R,LE3,T,no,yes,yes,no,no,no,no,yes,other,services,home,mother,16,4,3,58,5,6,9,1
MS,F,R,GT3,A,yes,yes,yes,yes,yes,no,yes,yes,other,teacher,course,mother,15,2,3,91,19,19,18,1
MS,F,U,LE3,A,yes,no,yes,yes,yes,yes,no,no,services,teacher,course,father,15,2,0,18,6,4,3,1
MS,F,R,GT3,T,no,yes,no,no,no,no,no,yes,at_home,services,other,other,17,4,0,79,11,14,11,1
GP,M,U,LE3,T,yes,yes,yes,yes,yes,no,no,yes,teacher,health,course,father,16,4,0,61,5,3,0,1
MS,F,U,LE3,A,yes,yes,yes,no,no,yes,yes,yes,at_home,at_home,reputation,other,17,2,2,52,7,10,10,1
GP,M,U,GT3,A,yes,yes,yes,no,no,no,no,yes,other,health,course,father,19,1,1,65,15,17,20,0
MS,M,U,GT3,T,no,no,yes,no,no,no,yes,yes,health,other,home,mother,21,2,0,7,5,2,0,1
GP,F,U,LE3,A,yes,yes,no,yes,yes,yes,no,no,at_home,other,home,father,16,2,2,45,5,7,4,1
GP,F,U,GT3,A,no,no,yes,no,yes,no,yes,no,health,teacher,other,other,20,1,3,11,16,18,15,1
GP,M,R,LE3,T,no,no,no,yes,no,yes,yes,no,services,teacher,other,mother,19,1,1,87,17,20,19,0
MS,M,R,GT3,T,no,no,no,yes,yes,no,yes,no,other,health,course,other,16,1,3,64,12,15,16,1
GP,M,U,LE3,A,yes,no,yes,no,no,no,no,yes,health,health,other,mother,18,1,0,81,10,12,11,1
GP,F,U,LE3,A,no,no,yes,yes,no,yes,yes,no,teacher,teacher,reputation,mother,17,3,1,22,8,9,6,1
MS,F,U,LE3,T,no,no,no,no,yes,yes,no,no,other,at_home,other,father,20,1,2,38,19,17,15,1
GP,F,R,GT3,A,no,no,yes,yes,no,yes,yes,no,services,at_home,home,other,15,2,1,59,12,12,13,1
MS,F,U,LE3,T,no,yes,yes,yes,yes,no,yes,no,teacher,other,other,father,18,2,1,26,11,9,9,1
MS,F,U,LE3,A,yes,yes,no,no,yes,yes,no,yes,other,at_home,reputation,other,20,1,1,56,13,14,17,0
GP,F,U,LE3,T,no,no,yes,yes,no,no,no,no,at_home,services,reputation,father,15,2,0,43,5,4,6,1
GP,M,R,LE3,A,no,no,yes,yes,no,yes,no,no,other,teacher,other,mother,16,2,3,69,14,12,14,1
MS,M,U,GT3,A,no,yes,yes,no,no,yes,yes,no,teacher,health,other,other,19,3,3,27,9,7,6,1
GP,M,R,GT3,A,no,yes,yes,no,no,no,no,no,health,teacher,other,other,19,3,0,22,10,8,8,1
MS,F,R,LE3,T,no,yes,yes,yes,no,no,yes,yes,health,services,home,father,20,4,0,33,10,9,7,1
MS,M,U,LE3,T,no,yes,yes,no,yes,yes,yes,no,other,at_home,home,other,21,4,3,24,14,15,16,1
MS,F,R,GT3,T,no,yes,yes,no,no,no,no,no,other,teacher,reputation,father,18,1,0,10,17,17,19,0
GP,F,R,LE3,A,yes,no,yes,yes,no,no,no,yes,services,services,other,father,15,3,0,47,11,12,10,1
MS,M,R,GT3,A,no,yes,no,yes,yes,no,no,yes,at_home,at_home,course,other,20,4,0,64,9,6,8,1
GP,F,U,LE3,T,yes,no,yes,yes,no,no,yes,yes,services,other,reputation,father,17,2,0,9,15,17,18,0
GP,M,R,GT3,T,no,no,no,yes,no,yes,no,no,services,other,home,other,17,4,3,72,9,9,9,1
GP,M,U,LE3,A,yes,no,yes,no,no,no,no,no,health,other,reputation,mother,21,1,2,25,18,17,17,0
GP,F,U,GT3,A,yes,yes,yes,no,no,no,no,yes,health,services,home,father,17,4,2,9,19,16,14,0
MS,M,U,GT3,A,yes,no,yes,no,no,no,yes,no,teacher,services,course,mother,15,1,3,17,5,3,4,1
GP,M,R,GT3,A,yes,yes,no,yes,no,yes,no,no,services,health,other,father,19,4,1,59,17,15,17,0
MS,M,U,LE3,T,no,no,no,yes,no,no,yes,no,teacher,health,other,other,19,4,1,72,16,18,21,0
MS,M,R,GT3,T,no,yes,no,yes,yes,yes,no,yes,other,other,other,father,18,2,2,44,15,16,16,1
GP,F,R,GT3,A,no,yes,yes,yes,no,yes,no,yes,teacher,teacher,course,father,21,2,3,25,14,13,14,1
MS,M,R,LE3,A,yes,no,yes,yes,no,no,yes,yes,health,at_home,course,other,15,2,2,8,18,17,17,0
MS,M,R,LE3,A,yes,no,no,yes,no,no,yes,no,services,health,course,mother,16,2,1,35,19,17,14,0
GP,M,U,LE3,T,no,no,no,no,yes,no,no,no,health,at_home,course,other,21,3,2,14,9,7,7,1
MS,F,U,LE3,T,no,yes,yes,no,yes,no,yes,no,other,teacher,home,mother,16,4,2,23,14,16,13,1
MS,M,R,GT3,A,no,yes,no,yes,no,yes,yes,yes,at_home,other,reputation,mother,17,2,2,39,5,7,5,1
MS,F,U,LE3,A,yes,no,no,yes,no,no,no,yes,services,at_home,course,father,20,1,1,1,14,16,13,0
MS,M,U,LE3,A,yes,no,no,yes,no,no,no,yes,health,other,home,father,20,3,1,3,17,16,19,0
GP,M,U,LE3,A,yes,yes,no,no,no,yes,yes,yes,at_home,at_home,reputation,mother,20,1,3,94,6,5,8,1
MS,M,R,LE3,A,no,yes,no,no,yes,no,no,yes,other,teacher,reputation,other,19,2,0,19,5,6,4,1
MS,F,U,LE3,A,no,yes,yes,yes,no,yes,yes,yes,at_home,health,course,mother,19,4,1,38,12,10,7,1
MS,F,R,LE3,T,no,no,no,yes,yes,yes,no,yes,health,services,course,father,21,4,0,44,12,11,9,1
MS,F,U,LE3,T,yes,no,no,yes,yes,yes,no,no,health,other,reputation,other,15,4,2,25,12,15,18,0
GP,F,R,GT3,T,yes,no,no,yes,yes,no,no,no,other,health,reputation,other,15,2,0,59,17,14,14,0
MS,F,R,GT3,A,no,yes,no,yes,no,yes,no,yes,other,at_home,home,father,18,1,3,68,14,11,13,1
GP,F,R,GT3,A,yes,yes,no,no,no,no,yes,no,at_home,health,course,other,15,4,2,67,14,17,20,0
MS,M,U,GT3,A,yes,yes,no,yes,yes,no,no,yes,at_home,services,reputation,other,18,1,3,85,5,2,1,1
GP,F,R,GT3,T,no,yes,no,no,yes,no,no,no,health,other,reputation,mother,17,2,0,69,8,11,13,1
GP,M,U,LE3,A,yes,yes,no,yes,yes,yes,no,no,other,other,other,mother,17,4,2,30,16,16,15,1
GP,F,R,LE3,T,no,yes,yes,no,no,no,no,yes,teacher,health,course,father,19,3,1,68,15,12,15,1
GP,F,U,LE3,A,no,yes,no,no,yes,no,no,yes,other,teacher,home,mother,21,2,0,6,5,8,7,0
GP,F,R,LE3,A,yes,no,yes,yes,no,no,no,yes,services,at_home,home,other,21,3,0,68,8,7,4,1
MS,M,U,GT3,A,yes,no,no,no,no,yes,no,yes,services,health,other,father,21,2,2,3,11,11,10,1
MS,F,R,GT3,T,yes,no,yes,yes,yes,no,no,no,other,teacher,course,father,19,3,2,90,14,17,15,1
MS,F,R,LE3,T,no,no,no,yes,yes,yes,yes,yes,at_home,other,home,father,19,2,3,72,11,13,10,1
GP,M,R,LE3,T,yes,yes,yes,no,no,yes,yes,no,services,at_home,other,other,16,1,1,36,5,3,0,1
MS,M,U,GT3,A,no,no,yes,yes,no,yes,yes,no,health,other,home,mother,18,1,0,1,14,13,15,0
GP,M,R,GT3,T,no,no,yes,no,no,no,yes,yes,health,services,home,other,20,4,1,48,6,3,3,1
GP,M,R,GT3,A,yes,no,yes,yes,no,yes,yes,yes,health,teacher,other,other,20,4,1,82,15,17,20,0
MS,F,R,LE3,A,yes,yes,yes,yes,yes,no,no,no,other,services,reputation,mother,17,4,1,16,10,12,10,1
MS,M,R,LE3,T,no,no,no,no,yes,yes,yes,yes,services,services,reputation,mother,18,2,2,16,15,13,11,1
GP,F,U,GT3,T,yes,no,no,yes,yes,yes,no,no,at_home,services,home,other,16,4,1,39,17,19,22,0
GP,F,R,GT3,A,yes,no,yes,yes,no,yes,no,yes,health,teacher,course,mother,16,2,3,50,10,7,7,1
MS,M,R,LE3,A,yes,no,no,no,yes,yes,yes,yes,at_home,at_home,course,other,17,3,1,87,5,6,9,1
MS,F,U,LE3,A,yes,no,no,yes,no,no,yes,no,health,other,course,mother,17,3,2,76,8,8,9,1
MS,M,U,LE3,A,yes,yes,no,no,yes,yes,yes,no,other,at_home,other,other,19,2,2,27,19,21,21,0
MS,F,U,LE3,T,yes,yes,yes,yes,no,yes,no,yes,health,at_home,home,mother,16,3,1,45,15,13,14,1
GP,M,R,GT3,T,yes,yes,yes,no,no,no,yes,yes,other,at_home,other,father,19,1,3,77,13,10,9,1
MS,M,U,GT3,T,no,no,no,yes,yes,no,no,no,services,other,course,mother,17,1,0,86,12,13,12,1
MS,M,U,GT3,A,yes,yes,yes,yes,yes,no,no,yes,services,other,other,other,20,2,0,86,15,15,17,0
MS,M,U,LE3,A,no,yes,no,no,no,yes,no,yes,at_home,teacher,reputation,mother,16,1,3,73,8,5,8,1
GP,M,R,LE3,A,no,no,no,no,no,no,yes,yes,health,health,course,mother,16,3,2,48,7,6,5,1
GP,M,R,LE3,T,yes,yes,yes,yes,no,no,no,yes,services,other,course,other,15,4,1,16,12,13,12,0
GP,F,R,GT3,A,yes,no,no,no,no,yes,no,yes,teacher,other,reputation,mother,16,4,0,26,17,15,15,0
GP,F,U,GT3,A,yes,no,yes,yes,no,yes,yes,no,teacher,health,reputation,father,19,2,0,61,13,10,9,1
MS,F,R,GT3,T,no,no,no,no,yes,no,no,yes,at_home,other,home,father,15,1,1,10,18,16,19,0
GP,M,U,LE3,T,yes,yes,no,no,no,yes,no,yes,services,at_home,other,father,21,4,0,82,18,17,17,0
MS,F,U,LE3,A,yes,yes,yes,yes,yes,no,yes,no,other,other,home,father,16,4,0,43,5,3,5,1
MS,M,U,GT3,T,yes,yes,yes,yes,yes,yes,yes,no,teacher,teacher,home,mother,15,4,2,90,14,15,18,1
MS,F,R,LE3,A,yes,no,yes,yes,no,no,yes,no,services,other,home,father,16,2,0,35,19,19,17,0
MS,F,U,GT3,T,yes,no,no,no,no,no,yes,no,other,health,home,mother,18,1,0,15,18,21,19,0
GP,M,U,GT3,A,no,no,yes,yes,no,yes,yes,yes,health,at_home,reputation,father,20,1,2,59,18,21,18,0
GP,F,R,GT3,T,no,no,yes,yes,no,no,yes,no,services,health,reputation,father,21,4,0,86,12,9,7,1
GP,F,U,GT3,T,yes,no,no,no,no,yes,no,no,health,other,other,other,19,1,2,96,19,22,23,0
MS,F,U,LE3,T,no,no,no,yes,yes,no,yes,no,teacher,other,other,mother,19,1,1,51,9,11,14,1
MS,M,U,LE3,T,yes,no,no,yes,no,no,no,no,health,teacher,other,mother,21,4,0,21,7,7,8,1
MS,F,R,LE3,A,no,yes,yes,yes,yes,no,no,yes,teacher,at_home,reputation,mother,15,2,0,77,14,11,10,1
MS,M,U,LE3,A,no,yes,no,no,yes,yes,yes,yes,at_home,other,course,other,18,4,3,76,15,18,21,1
MS,F,R,LE3,T,yes,yes,yes,no,yes,yes,yes,no,at_home,teacher,course,mother,15,1,3,85,9,7,4,1
GP,F,R,LE3,A,no,no,yes,no,yes,yes,no,yes,teacher,teacher,other,other,15,1,3,70,14,12,12,1
MS,F,U,GT3,T,no,no,no,no,yes,no,no,yes,other,health,course,mother,17,1,2,37,8,11,11,1
GP,F,U,LE3,T,yes,no,no,no,no,yes,no,yes,at_home,at_home,home,father,15,2,0,64,5,6,8,1
MS,M,U,LE3,A,yes,yes,no,no,yes,no,yes,yes,other,services,other,other,16,1,0,50,17,15,15,0
MS,F,U,LE3,A,no,no,yes,yes,yes,no,no,no,other,teacher,course,other,17,1,3,96,12,11,10,1
GP,M,R,GT3,A,yes,no,yes,yes,no,yes,yes,yes,other,services,home,other,17,1,2,85,19,20,17,1
GP,M,R,LE3,A,no,yes,yes,no,yes,no,no,yes,services,health,home,mother,21,2,3,22,17,14,16,1
MS,F,U,GT3,A,yes,no,yes,yes,yes,yes,no,no,services,teacher,home,father,15,4,0,14,11,9,7,0
MS,F,R,LE3,A,yes,no,no,no,yes,no,no,no,other,at_home,home,other,17,1,2,78,15,12,15,1
MS,M,U,LE3,A,no,no,yes,yes,no,yes,no,yes,teacher,services,course,other,19,1,3,30,8,6,8,1
MS,M,U,LE3,T,yes,yes,yes,yes,yes,yes,no,no,at_home,at_home,reputation,mother,20,2,0,27,8,9,7,1
GP,F,U,GT3,A,no,no,no,yes,yes,yes,no,yes,health,services,home,mother,17,3,3,66,18,20,19,1
MS,F,U,GT3,T,yes,no,no,yes,yes,yes,yes,no,services,health,other,father,17,2,1,41,17,16,18,0
GP,F,R,LE3,A,no,no,yes,yes,no,yes,yes,no,services,teacher,course,other,21,3,2,24,9,6,7,1
MS,F,R,LE3,A,no,yes,no,yes,yes,yes,yes,yes,health,teacher,home,other,16,3,1,32,5,5,5,1
GP,F,U,LE3,T,yes,no,no,yes,yes,yes,no,yes,other,health,other,other,19,3,1,96,8,6,8,1
GP,M,U,GT3,T,no,no,yes,no,no,no,yes,no,health,other,home,other,17,3,2,22,9,10,11,1
MS,F,R,GT3,T,yes,no,no,no,no,no,yes,yes,other,services,reputation,other,16,3,1,91,12,15,13,1
GP,F,R,LE3,T,no,no,no,no,yes,yes,no,yes,services,services,home,father,19,2,3,52,5,2,1,1
MS,M,R,GT3,A,no,no,yes,yes,no,no,no,yes,health,other,reputation,other,17,1,0,15,15,18,20,0
GP,F,U,GT3,A,no,yes,no,yes,yes,yes,no,no,teacher,health,other,mother,15,2,2,36,8,9,10,1
MS,F,R,GT3,T,no,yes,yes,yes,yes,yes,yes,yes,at_home,at_home,course,other,17,4,3,4,14,11,9,1
GP,M,U,GT3,T,no,yes,yes,yes,yes,yes,no,yes,at_home,at_home,home,other,20,2,0,10,14,13,12,0
MS,F,U,LE3,A,yes,yes,no,yes,yes,no,yes,yes,at_home,health,reputation,other,19,1,1,11,17,20,22,0
MS,M,R,LE3,A,no,no,no,yes,yes,yes,yes,yes,health,at_home,other,other,20,1,2,20,19,21,21,0
GP,F,U,GT3,T,no,yes,no,yes,no,no,yes,no,other,health,home,other,17,4,1,17,11,9,11,1
GP,F,R,GT3,A,yes,yes,no,no,yes,yes,yes,yes,services,services,home,father,20,4,0,13,9,12,9,0
GP,F,U,GT3,A,no,yes,no,yes,yes,yes,no,no,at_home,services,home,mother,19,2,2,32,18,15,13,1
GP,M,U,LE3,T,no,yes,yes,no,yes,no,no,yes,health,other,reputation,father,15,2,3,20,5,8,5,1
MS,M,U,LE3,T,no,yes,yes,no,yes,no,no,no,at_home,health,course,mother,17,4,1,25,11,11,10,1
GP,M,U,GT3,T,yes,no,yes,no,yes,no,no,yes,other,at_home,other,mother,19,4,3,88,17,15,13,1
MS,M,U,GT3,T,no,no,yes,yes,no,no,yes,no,teacher,health,reputation,mother,21,2,3,24,17,15,15,1
GP,F,U,GT3,A,yes,yes,no,yes,yes,no,no,no,teacher,teacher,course,other,20,4,3,34,5,6,9,1
MS,M,R,GT3,T,no,yes,yes,yes,no,yes,no,yes,services,other,other,father,16,4,2,62,19,17,17,1
MS,M,R,LE3,A,no,no,yes,no,yes,yes,yes,yes,teacher,teacher,reputation,mother,20,2,1,19,6,3,2,1
MS,M,U,LE3,A,no,yes,yes,yes,no,yes,no,yes,teacher,other,reputation,mother,17,1,3,62,12,11,8,1
MS,F,R,LE3,A,yes,yes,yes,yes,no,no,yes,yes,health,other,course,other,20,4,0,65,13,10,12,1
GP,F,U,LE3,A,yes,no,yes,no,yes,yes,yes,no,health,other,other,other,21,3,2,11,12,14,15,0
GP,M,R,LE3,T,yes,no,yes,no,no,yes,no,yes,services,teacher,course,father,20,4,3,31,12,10,10,1
MS,M,R,LE3,A,yes,yes,yes,no,yes,no,yes,no,services,other,course,mother,20,2,3,96,18,18,15,1
GP,F,U,GT3,T,yes,no,yes,yes,yes,no,yes,yes,health,health,reputation,mother,15,3,1,47,10,12,9,1
GP,M,R,GT3,A,no,no,yes,no,no,yes,no,no,teacher,health,course,mother,16,3,3,94,11,11,9,1
MS,M,U,LE3,T,no,yes,no,yes,yes,no,yes,yes,other,teacher,home,father,20,4,3,96,8,10,11,1
GP,M,R,LE3,A,yes,yes,no,yes,yes,yes,no,no,teacher,services,home,other,17,2,3,58,16,13,12,1
GP,M,U,LE3,A,yes,yes,no,no,no,yes,no,no,teacher,services,home,other,19,2,1,19,17,14,14,0
GP,F,R,GT3,T,yes,yes,no,yes,yes,yes,no,yes,other,teacher,home,father,21,4,3,36,9,6,8,1
MS,F,U,GT3,T,yes,yes,yes,yes,yes,yes,yes,yes,services,other,other,other,18,1,0,39,18,15,18,0
GP,F,R,GT3,T,no,yes,yes,yes,yes,yes,yes,no,health,other,course,mother,20,3,2,60,6,9,10,1
MS,M,U,GT3,T,yes,yes,no,no,no,yes,yes,yes,services,other,course,mother,16,2,3,55,14,15,12,1
GP,M,R,LE3,A,yes,yes,yes,no,yes,yes,no,yes,services,teacher,home,father,19,2,1,13,15,12,15,0
GP,F,U,GT3,A,no,no,no,no,yes,yes,yes,yes,services,other,other,other,16,4,0,35,8,9,12,0
GP,F,R,LE3,A,yes,yes,no,no,no,no,no,yes,health,health,course,father,21,4,2,75,11,9,10,1
MS,F,U,GT3,A,yes,no,no,yes,yes,yes,yes,yes,services,other,home,father,17,1,1,89,8,5,3,1
MS,M,R,GT3,A,no,no,no,yes,no,no,no,yes,services,teacher,reputation,other,15,4,1,33,10,13,11,1
GP,F,U,GT3,T,yes,yes,yes,no,no,yes,yes,yes,at_home,other,course,father,20,2,2,5,15,12,9,1
MS,M,U,GT3,T,no,yes,no,yes,yes,yes,no,yes,teacher,health,reputation,mother,15,3,2,45,15,18,15,1
GP,M,U,LE3,A,no,no,yes,no,yes,yes,yes,yes,at_home,teacher,course,father,20,2,1,76,16,16,15,1
MS,F,U,LE3,T,no,no,yes,yes,no,no,no,no,health,services,course,mother,20,2,0,21,12,10,10,0
MS,F,R,LE3,A,yes,no,no,yes,yes,no,yes,no,other,teacher,course,mother,16,4,0,98,19,17,17,0
GP,M,R,LE3,A,yes,no,yes,no,yes,no,yes,yes,other,at_home,reputation,father,18,1,0,82,9,6,9,1
GP,F,R,LE3,T,yes,yes,yes,no,yes,yes,no,no,at_home,services,other,mother,17,3,2,22,12,15,16,0
GP,F,U,LE3,A,yes,yes,yes,no,yes,no,no,no,at_home,services,reputation,father,19,4,3,63,8,6,6,1
GP,M,U,LE3,T,yes,yes,yes,yes,no,yes,no,yes,at_home,teacher,home,father,17,3,1,95,15,14,11,1
MS,M,U,GT3,A,no,yes,yes,no,yes,yes,no,no,teacher,at_home,other,other,18,4,0,43,6,8,9,1
MS,M,U,LE3,T,no,no,yes,yes,no,yes,yes,no,health,services,reputation,father,21,3,3,10,13,13,13,1
MS,M,U,GT3,A,no,yes,yes,no,no,no,yes,no,services,other,reputation,mother,21,2,2,67,6,4,3,1
GP,M,R,LE3,A,no,yes,no,no,no,yes,yes,no,at_home,at_home,home,father,19,2,1,60,11,10,7,1
GP,F,R,GT3,T,yes,no,yes,yes,no,no,yes,yes,teacher,at_home,reputation,father,18,4,3,75,10,13,10,1
MS,M,R,LE3,A,yes,yes,no,yes,no,no,yes,yes,other,teacher,other,other,17,4,1,55,6,3,3,1
GP,M,U,GT3,A,yes,no,no,yes,yes,yes,no,no,other,teacher,reputation,other,17,2,2,50,7,7,6,1
MS,M,U,LE3,T,yes,no,no,no,no,yes,yes,yes,other,teacher,other,mother,16,4,2,62,16,18,21,0
MS,F,U,LE3,T,no,yes,yes,no,no,no,yes,yes,at_home,at_home,home,mother,20,3,0,29,18,18,20,0
MS,M,U,LE3,T,no,yes,yes,no,no,yes,yes,no,other,health,other,mother,21,3,1,9,15,15,14,0
MS,M,U,LE3,A,no,no,no,yes,yes,yes,yes,yes,other,teacher,reputation,mother,18,4,1,87,15,14,16,1
MS,M,U,GT3,T,no,no,no,no,yes,yes,no,yes,other,health,home,other,15,3,3,22,11,12,10,1
GP,F,U,LE3,T,no,yes,yes,yes,yes,yes,yes,yes,services,services,other,father,18,3,1,0,18,18,15,0
GP,M,R,LE3,T,no,no,yes,no,no,no,no,no,other,other,other,other,18,2,1,47,18,17,14,0
GP,M,R,GT3,A,yes,yes,yes,no,no,yes,no,yes,teacher,other,course,other,21,1,3,3,10,12,12,1
MS,M,U,LE3,T,yes,no,no,no,yes,yes,yes,yes,at_home,health,course,other,19,3,0,27,17,20,20,0
MS,F,U,GT3,A,no,yes,no,yes,yes,yes,yes,yes,services,at_home,reputation,father,20,4,1,43,10,11,10,1
MS,F,U,GT3,A,yes,no,yes,no,no,yes,yes,yes,services,other,course,father,19,1,3,66,11,14,11,1
MS,F,R,LE3,T,no,no,no,no,yes,no,no,no,at_home,health,reputation,other,21,3,2,1,19,18,18,0
GP,F,R,LE3,A,no,yes,yes,yes,yes,yes,no,no,other,teacher,home,father,16,1,0,57,9,8,7,1
GP,M,U,GT3,A,no,no,no,yes,no,yes,yes,yes,other,health,other,other,15,1,3,5,5,4,1,1
MS,M,R,LE3,A,no,no,no,yes,yes,no,yes,yes,health,services,home,other,21,1,1,41,9,9,11,1
MS,F,R,GT3,A,yes,no,yes,no,no,yes,yes,yes,other,health,home,mother,17,2,0,16,13,10,8,0
MS,F,R,LE3,A,no,no,yes,yes,no,yes,no,yes,teacher,teacher,course,other,15,1,0,36,6,8,5,1
GP,M,U,LE3,T,yes,yes,no,yes,yes,no,no,no,other,health,other,other,15,2,0,43,14,14,17,0
GP,M,R,GT3,T,no,no,no,no,no,yes,yes,yes,at_home,teacher,home,other,15,4,2,22,7,9,7,1
GP,F,R,LE3,T,yes,no,no,no,no,no,yes,yes,other,teacher,other,mother,21,4,3,39,6,8,5,1
MS,F,U,LE3,A,no,yes,no,no,yes,yes,no,yes,at_home,services,other,father,16,1,0,84,9,9,8,1
MS,F,U,LE3,T,no,no,yes,no,no,yes,no,no,services,services,home,mother,16,2,1,43,9,9,6,1
GP,F,R,GT3,A,yes,yes,yes,no,no,yes,yes,no,health,other,other,father,21,3,1,30,17,17,17,0
MS,M,U,LE3,A,yes,no,no,yes,no,yes,no,no,services,teacher,reputation,mother,15,4,1,75,16,17,16,0
GP,F,R,GT3,A,no,yes,no,no,yes,yes,no,yes,at_home,teacher,other,father,17,3,0,92,9,10,13,1
MS,F,R,LE3,A,no,no,no,no,no,no,yes,no,health,teacher,reputation,mother,17,1,1,12,10,9,7,1
GP,M,U,GT3,T,no,yes,no,no,no,no,yes,no,services,other,reputation,other,21,2,0,89,7,5,2,1
MS,M,U,LE3,A,yes,yes,yes,no,no,yes,yes,no,other,at_home,reputation,father,17,3,3,96,12,14,16,1
GP,M,R,LE3,T,no,no,no,no,yes,yes,yes,no,other,services,home,mother,16,2,0,97,7,5,3,1
GP,M,U,GT3,T,yes,no,yes,no,yes,yes,no,no,health,services,reputation,mother,19,4,0,19,6,3,3,1
GP,M,U,LE3,A,yes,yes,no,no,no,yes,yes,no,services,teacher,other,mother,21,4,3,46,13,16,18,1
GP,F,R,GT3,T,yes,no,yes,no,no,yes,no,no,teacher,other,course,father,17,2,1,9,18,17,16,0
GP,F,R,LE3,T,yes,yes,yes,yes,no,no,no,no,teacher,teacher,course,other,19,4,0,64,10,12,10,1
GP,F,R,GT3,T,no,yes,yes,no,yes,yes,yes,yes,teacher,services,course,mother,15,4,3,51,11,8,10,1
MS,M,R,LE3,A,yes,no,yes,no,no,no,no,no,services,other,reputation,father,21,4,2,62,18,19,20,0
MS,F,R,GT3,A,yes,no,no,no,yes,yes,yes,yes,services,health,home,father,17,3,3,28,16,16,18,0
MS,M,R,LE3,A,no,no,no,no,no,yes,no,yes,services,services,reputation,other,15,4,2,53,5,8,5,1
GP,F,U,GT3,T,no,yes,yes,yes,no,yes,no,no,at_home,health,course,other,15,2,3,85,16,19,17,1
GP,F,U,GT3,T,yes,yes,yes,yes,no,no,no,yes,teacher,at_home,other,other,20,4,0,49,18,15,18,0
MS,M,R,LE3,A,yes,yes,yes,no,no,no,yes,yes,teacher,health,reputation,father,21,2,1,64,7,4,7,1
GP,M,U,GT3,A,yes,yes,yes,no,yes,no,yes,no,teacher,other,course,father,18,2,0,43,11,12,13,0
GP,F,U,GT3,T,yes,yes,no,yes,yes,yes,no,yes,at_home,health,other,other,15,3,0,7,12,11,12,0
GP,F,R,LE3,A,yes,yes,yes,yes,no,no,no,no,at_home,at_home,home,mother,15,2,2,8,15,15,15,0
GP,F,U,LE3,A,yes,yes,no,no,no,no,no,yes,services,services,other,other,20,3,1,22,16,19,17,0
GP,F,U,LE3,T,no,yes,yes,no,yes,yes,yes,yes,teacher,at_home,home,other,16,2,1,83,6,6,6,1
MS,F,R,LE3,T,no,yes,yes,no,no,no,yes,no,teacher,other,other,other,15,2,0,33,9,8,11,0
MS,M,U,LE3,A,yes,no,yes,no,no,yes,no,no,other,health,home,other,17,3,3,15,9,11,14,1
MS,M,U,LE3,A,yes,no,no,yes,yes,no,no,yes,other,health,home,mother,21,3,3,85,13,14,11,1
MS,M,R,GT3,A,yes,no,yes,no,no,yes,yes,yes,other,other,home,mother,21,2,1,61,19,21,23,0
MS,M,U,GT3,A,yes,no,yes,no,no,no,no,no,at_home,teacher,reputation,other,16,2,0,86,19,20,19,0
GP,F,U,GT3,T,yes,yes,no,yes,yes,no,no,yes,services,other,other,father,18,1,0,64,7,4,5,1
GP,F,U,LE3,A,no,yes,yes,no,yes,yes,no,no,health,other,home,father,18,2,2,77,17,15,13,1
